2026-02-28 14:40:03 | db_manager                | INFO     | Database initialized: sqlite:///C:\Users\karta\OneDrive\Desktop\AI_Checker\exam_checker\exam_checker.db
2026-03-02 11:55:00 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:01 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:01 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:01 | blank_detector            | DEBUG    | Ink ratio: 0.0461, threshold: 0.01, blank: False
2026-03-02 11:55:01 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:02 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:02 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:02 | blank_detector            | DEBUG    | Ink ratio: 0.0519, threshold: 0.01, blank: False
2026-03-02 11:55:03 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:04 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:04 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:04 | blank_detector            | DEBUG    | Ink ratio: 0.0340, threshold: 0.01, blank: False
2026-03-02 11:55:05 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:06 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:06 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:06 | blank_detector            | DEBUG    | Ink ratio: 0.0435, threshold: 0.01, blank: False
2026-03-02 11:55:07 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:07 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:07 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:07 | blank_detector            | DEBUG    | Ink ratio: 0.0380, threshold: 0.01, blank: False
2026-03-02 11:55:10 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:11 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:11 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:11 | blank_detector            | DEBUG    | Ink ratio: 0.0571, threshold: 0.01, blank: False
2026-03-02 11:55:12 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:13 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:13 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:13 | blank_detector            | DEBUG    | Ink ratio: 0.0067, threshold: 0.01, blank: True
2026-03-02 11:55:13 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:55:13 | blank_detector            | DEBUG    | Ink ratio: 0.0346, threshold: 0.01, blank: False
2026-03-02 11:55:13 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:14 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:14 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:14 | blank_detector            | DEBUG    | Ink ratio: 0.0365, threshold: 0.01, blank: False
2026-03-02 11:55:15 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:16 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:16 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:16 | blank_detector            | DEBUG    | Ink ratio: 0.0001, threshold: 0.01, blank: True
2026-03-02 11:55:16 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:55:16 | blank_detector            | DEBUG    | Ink ratio: 0.0252, threshold: 0.01, blank: False
2026-03-02 11:55:17 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:18 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:18 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:18 | blank_detector            | DEBUG    | Ink ratio: 0.0306, threshold: 0.01, blank: False
2026-03-02 11:55:19 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:20 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:20 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:20 | blank_detector            | DEBUG    | Ink ratio: 0.0638, threshold: 0.01, blank: False
2026-03-02 11:55:21 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:22 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:22 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:22 | blank_detector            | DEBUG    | Ink ratio: 0.0298, threshold: 0.01, blank: False
2026-03-02 11:55:23 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:24 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:24 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:24 | blank_detector            | DEBUG    | Ink ratio: 0.0591, threshold: 0.01, blank: False
2026-03-02 11:55:26 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:27 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:27 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:27 | blank_detector            | DEBUG    | Ink ratio: 0.0185, threshold: 0.01, blank: False
2026-03-02 11:55:28 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:29 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:29 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:29 | blank_detector            | DEBUG    | Ink ratio: 0.0649, threshold: 0.01, blank: False
2026-03-02 11:55:30 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:31 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:31 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:31 | blank_detector            | DEBUG    | Ink ratio: 0.0274, threshold: 0.01, blank: False
2026-03-02 11:55:32 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:33 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:33 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:33 | blank_detector            | DEBUG    | Ink ratio: 0.0375, threshold: 0.01, blank: False
2026-03-02 11:55:34 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:36 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:36 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:36 | blank_detector            | DEBUG    | Ink ratio: 0.0001, threshold: 0.01, blank: True
2026-03-02 11:55:36 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:55:36 | blank_detector            | DEBUG    | Ink ratio: 0.0047, threshold: 0.01, blank: True
2026-03-02 11:55:36 | ocr_router                | INFO     | Region detected as blank
2026-03-02 11:55:36 | blank_detector            | DEBUG    | Ink ratio: 0.0354, threshold: 0.01, blank: False
2026-03-02 11:55:36 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:37 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:37 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:37 | blank_detector            | DEBUG    | Ink ratio: 0.0524, threshold: 0.01, blank: False
2026-03-02 11:55:38 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:40 | multilingual_ocr          | ERROR    | Multilingual OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
2026-03-02 11:55:40 | ocr_router                | INFO     | OCR result: engine=vision_api_document, confidence=0.000, text_length=0
2026-03-02 11:55:40 | blank_detector            | DEBUG    | Ink ratio: 0.0336, threshold: 0.01, blank: False
2026-03-02 11:55:40 | handwriting_ocr           | ERROR    | Handwriting OCR failed: 403 Client Error: Forbidden for url: https://vision.googleapis.com/v1/images:annotate?key=AIzaSyAJ0yGEWhNuBu8Mt1BM2QDimS7zEzMl16U
